text,true_label,pred_label
"TOLONG DI BACA YA SHOPEE iklannya ganggu bangett, maksa banget buat buka apk nya. tolong dong jangan maksa buat buka apk, ngebuat hp jadi ngelag iklan sewajarnya aja, gausah sampe maksa buka apk. ganggu",0,0
"halo kak, aku punya utang di spay yang lama, cuma sekarang nomornya udah hangus, passwordnya lupa. aku mau bayar spay aku itu karena dapet uang thr, takut lupa lagi. cuma pas udah minta tolong cs, belum ada kemajuan. Tolong ya kak mumpung thr dan belum lupa. aku pemgennya akun baru daftar pake ktp aku biar bisa bayar utang spaylaternya.",0,0
Shopeeee. Tolong buat fitur koleksi untuk menyimpan rapi barang2 yang kami wishlist. fiturnya kaya di ig dan tt gitu loh. Yang ijo aja sudah ada Mirip loh,2,2
aplikasi sangat baik..trimakasih shopy,2,2
"mohon shopee fitur DP, untuk tambahan paylater nya",1,1
bunga nya banget... besar,2,2
"mahal banget biaya adminnya sekarang, turuuninn dong.",2,2
aplikasi nya bagus semua ada,2,2
belanja saya di shope tapi 200 nya tidak mau masuk ( samsung j apk g,2,2
sangat bermanfaat bagi aku,2,2
"mudah,banyak free ongkirnya",2,2
blanja di estimasi shopee tiba 1/2 hari paling cepet estimasi tibany pokony 👍 sukses trus buat shopee.,2,2
mau saya di shope tapi apk nya tidak belanja masuk ( samsung j 200 g,2,2
Aplikasi makin lama makin lemot Buka menu aja lama Ngeselin .di update sama aja,2,2
"setiap mau co makanan sekarang malah tiba"" keluar pindah ke shopee video terus. ga jelas banget, bikin emosi.",1,1
"ganteng,mantap,ok",2,2
"Sekarang bawa Shopee Pay kayak bawa Uang tunai kemana mana,, menurutku Shopee Pay adalah Uang Elektronik terbaik sejauh ini, karena mau bayar apapun dan mau transfer ke rekening Bank enggak ada biaya Admin. Semoga semakin dikembangkan lagi agar nanti jadi serasa emang bawa Uang Tunai sungguhan.",2,2
"bagus membantu, produknya sangat bagus",2,2
"Sebagai pengguna shopee, sy telah byk dibantu mendptkn brg2 pilihan sy, namun ada kpercyaan yg membuat sy kesal terkait pengirimn yg menggunakn rekomendasi kurir, di awal estimasi ny sdh ok namun praktekny dlm perjalanan tiba2 jd berubh ke arah yg lebih lama. Tolong konsisten dgn apa yg telah diposting agar hal2 tetap terjg.",1,1
padahal koneksi bagus malah gak bisa downlod,0,0
"susah susah ngumpulin koin di neko malah diambil lagi, bikin kesel ajaaa nyusahin aja buang"" waktu jadinya. mana kadang"" suka ngelag lagi, kalau buka apknya pun malah langsung ke bagian video bikin males. makin dikomplain ga dikasih bintang satu, malahan makin ngelag dan keluar"" dari apknya. padahal dulu dan gitu, aneh banget",0,0
harus di buat lagi perhatikan para nasabah,2,1
lebih murah dari aplikasi belanja lain,2,2
"sih juga seru nunggu kiriman paket yang kadang lama, kadang cepet.",2,2
"paket stuck lama yg tujuan sumatra,sering semakin di bogor cileungsi dc",1,0
"kebanyakan TP/Transite Point, habis dri seler biasa ke DC trus DC trus Hub, sekarang harus DC, TP, DC, TP, Baru HUB, barang muter"" kesna ksni, kudu ke dc ini, ke Tp ini, coba SPV semrawut sama DM DC/Tp di benerin lgi biar gk DC kerja sortir nya, kebnyakan TP/DC Barang di lempar sana kesni,",1,1
smoga selalu amanah,2,2
sope memang oke,2,1
"shoppee mau buka gak bisa,gak bisa di uninstall..kenapa ya",0,0
agak lambat spx melalui pengiriman,1,1
kami senang atas pelayananya tapi sayang pas saya order semir ban motor tdk kami vidio ternyata botol yg satu terbuka tutupnya isi pada tumpah yg satunya kosong tdk ada isi.,2,2
tambah pembayaran code QR biar semakin orang tertarik menggunakan aplikasi ini,2,2
agak kurang puas.masalah saya yg dari dulu sampai sekarang blum juga teratasi. padahal saya sudah mencoba berbagai cara.dan pas saya keluhkan ke shoope tanggapannya itu itu doang. tapi selain itu semuanya bagus kok. bagus banget malah,1,1
"Senang belanja di shoope , banyak kurirnya ongkirnya, cepat pengirimannya , ramah gratis ,",2,2
"saya kecewa akhir2 ini pengiriman spx lambat banget,,,jauh banget dari estimasi pengirimannya, kalau telat dapat voucher garansi belanja 10rb tapi percuma gak akan di pakai karna min belanja 70rb, saya kecewa kenapa ada min belanja, kalau gk niat kasih vocher garansi, tidak usah di kasih. SAYA KECEWA SPX PENGIRIMAN LAMA DAN LELET!!!",0,0
sangat bermanfaat. God job,2,2
"Sudah mulai maju dari Toped dlm hal free ongkir. payment dgn VA mandiri sudah kena biaya layanan 2k, tambah lg biaya Va di livin 1k, lumayan total 3k.",2,2
sangat puas dengan layanannya terimakasih buat aplikasi shopee,2,2
"mencet shope g ngotak, padahal ga ada iklan apa""",1,1
"udh bagus app ny, tapi tolong lebih baik lagi kedepannya kalo bs jgn berpacu pada 1 ekspedisi saja mengingat banyak pembeli yg juga butuh dgn barangnya. tolong di perbaiki lagi sistem pengirimannya",0,1
setelah upgrade pusat ko bantuan cuma blank putih,1,1
Pembelian di Platform Ini di jamin Aman.,2,2
Alhamdulillah semakin aplikasinya bervariasi. Dan semoga selalu mendengar dan meng-evaluasi kritik dan saran dari pelanggan setia shopee.,2,2
"upload video di shopee sering lama, padahal resolusi video nya udah di ubah di rendeh, tapi masih aja sutck di 9% kalau gak di 20%, tolong di perbaiki saat di upload nya",0,1
Hapus login verfikasi wajah. gw ga bisa login. paylatter lu ga bisa gw bayar blok!!! lu kalo mau bikin gebrakan yg benerlah,0,0
"bgmna dg akun saya, pdhal sering dari shoppe yg bagus, psnn DTG juga lngsung Ku bayar dan gapernh ada penolakan / pembatalan pesanan justru menilai pihak tokonya yg terkadang mmbatalkn pesann saya tanpa informasi ke saya. tapi knpa dg COD akun saya di nonatifkan. Tlong dong aktifkan kmbli. sy juga gapernh melenceng dari aturan & kebijakan yg tertulis d shoppe. saya juga punya bnyk koin kasian bgt saya kalo koin hangus untk nunggu 60 hrian lagi / apalah. trimksih . mf ya utk skrg Sy ksih ⭐",0,0
Barangnya bagus,2,2
"jujur shopee awalnya membuat sy puas. tp syg krn ada kurir yg tdk sopan saat brg""cod akn sy periksa melarang.shgga semua brg pesanan yg sy tdk batalkanpun dibawa kegudang. dan sjk kejadian tsb. kurir tsb. tdk prnh mengantar brg pesanan sy sampai alamat sy. namun sllu ada penjelasan brg ditolak pembeli. mohon ditindak lanjuti. sbb sy sdh mengadukan kepihak.penjual tntg kurir tsb. ternyata kurir tsb. msh dipakai. sy akan memberikan bintang 5 jk mslhnya sdh ditangani.shgga yg akn aktiv blnja lg",1,0
"Pengiriman makin lama daripada tahun"" sebelumnya kecewa berat sama shopee ,bukan makin bagus ko makin hancur lemot🗿 Mohon di perbaiki proses pengiriman seperti dulu🙏",0,0
sejauh ini pemakaian Shopee memuaskan sangat,2,2
"saya ngasih Binta satu karna kinerja kalian sangat lambat, saya lupa akan pin shoope saya tetapi saat saya meminta kode otp yang dibutuhkan untuk mendapatkan kodenya melalui WhatsApp tidak kunjung muncul",0,0
"sangat lambat menangani kasus salah kirim rumah, juga kurang baik dalam ngasih solusi, pengembalian dana juga di tolak barang juga tidak sampai ke tangan sangat tidak becus operasional dan kurir shope nya untuk selanjutnya kalau sampai terjadi hal ini lagi saran saya langsung pecat aja lah beda alamat dari rumah saya 1km sangat tidak nyambung tuh kurir gabisa baca kali tolong seleksi kurirnya di perketat biar tidak ada yg seperti itu lagi minimal cari yg smart dikit napa",0,0
"bagus,selama ini belanja gak ada masalah baik cod atau gak.",2,2
aplikasi masih lemot,0,1
ongkir nya kok lebih mahal nya pada beli dari,1,1
"saya sedang melakukan pembatalan,dan sudah di setujui tapi uang saya di belum kembalikan sampai sekarang,responnya lambat",1,1
"ga menghargai privasi. transaksi nomor va terpampang jelas nama nya. harusnya di ""***"" aja sih",0,0
"Sudah pakai lama aplikasi ini, belanja jadi gampang & mudah shelernya ramah2",2,2
"pliss kerja sama sama JNT lagi , spx kek kntl pengiriman nya lelet bgtttttt",1,1
"bot Neko nya aneh, nanya momen bermakna malah gk diterima, trus bilang cerita di buat2, klo bikin bot yg bener dong, gw ngobrol sama chatgpt lebih nyambung ketimbang bot Neko dari shopee",0,0
bagus♥️♥️♥️🙏👍👍,2,2
"ko ga BS update, pdhl jelas apk dr playstore dibilang bk dr sumber aslinya",1,1
"nih apa tiba"" ada admin isi shopay, langsung potong saldo shopee pula 😀🤌🏻",1,0
"kecewa nya pengiriman dengan , tolong di kondisikan agen SPX biar gak lama pengiriman nya🙏",1,1
"shopie sekrg sangat jelek tidak seperti dulu, pengiriman lambat sekali, trus kita mengajukan pembatalan penjual sdh respon,katanya barang lambat dipaking tinggal kirim trnyata tidak dikirim²,parah shopie skrg",0,0
Kok makin pelit Voucher Ongkir ya.. Padahal banyak yg mau saya pesen. Parah banget sekarang...,0,1
bagus apk nya sangat membantu,2,2
shopee sangat membantu apa yg saya butuhkan jadi lebih mudah.dan murah. terimakasih shopee.,2,2
mantap .. lebih di tingkatkan.. kecepatan pengiriman.. dan.. keamanan akun.. supaya tidak mudah di heck,2,2
user friendly,2,2
"punya gw ngk akun cod, padahal bisa baru",1,1
saya sangat menyukai nyah banyak barang barang yang saya sukai daftar nyah juga gk terlalu susah,2,2
"gokill, iklan yg sungguh aja kena pencet/gx tetep membandel masuk apk nya. maksa amat, kesel bgt rasanya.💗",1,1
sangat membantu masyarakat,1,1
Shopee sudah bagus aplikasinya tapi sayang tiap belanja dari segi pengiriman sangat lambat tiap belanja pasti datang lebih dari seminggu. jadi kalo mau belanja di shopee harus belanja barang yang tidak buru2 mau di gunakan. kalo barang mau cepat di gunakan sebaiknya jangan belanja di shopee karena pengirimannya lambat.,1,1
"Tim mediasi Shopee di tahun 2026 sangat berpihak ke penjual dalam pengembalian pesanan yg tidak sesuai deskripsi, tidak ada lagi bertanya jawab di forum diskusi pengembalian, langsung menolak pengajuan pengembalian, yg sangat merugikan pembeli,, untuk apa barang yg tidak bisa dipakai dibeli,, uang habis barang gak bisa dipakai.",0,0
sekarang pelit banget gratis ongkir sumpah cuman bisa co satu dan nunggu ada event di baru ad gratis ongkir bisa gede gunain!,1,1
tiap buka langsung mau video. kita masuk belanja bukan nonton,0,0
mudah dan memuaskan terima kasih shoopee,2,2
pengiriman hematnya termasuk sangat cepat👍,2,2
sangat lah baik,2,2
"PENGIRIMAN LAMBATT SEKALII !! MAKIN HARI BUKANNYA MAKIN UPGRADE MALAH MAKIN ZONK. MENDING TIKTOK DEH SELALU UPGRADE, KALO PAKET MAU DATENG DI HUBUNGI DULU JADI ORG TUH KLO LG GA D RMH BISA NANTI. VIAR HEMAT BENSIN SI KURIR GA BOLAK BALIK. LAH SHOPEE KASIH ABA² NYA PAGI JAM 07.00WIB DATENG NYA SORE🥱🤣🤣PAKET JGA GPERNH GERAK SETIAP HARI, ENTAH HILANG APA GMN PAS D SORTIR. INTINYA KURANG BERTANGGUNG JAWAB !! SPX EXSPRESS JUGA MOHON DONG KARYAWAN² NYA TUH DI PERBAIKI. klo jelek gni psti g d respon",0,0
okey mantap,2,2
"aplikasinya bagus,cuma yg bikin rating turun itu kurir spxnya yg makin lama makin lambat,pengiriman dari jawa timur bisa sampai seminggu,,sedangkan jnt sama 3 hari,kecewa hanya pelayanan spx",1,1
"Pengiriman terkesan lambat dan diam ditempat,apakah SPX tidak itu bisa kerja atau EKSPRES sih?",0,0
Makasih shopee... aku belanja puas banget gak perlu capek keluar rumah lagi. Thanks ❤🌺🌺,2,2
buram kenapa di Xiaomi 15T vidio shopee kok ini padahal sinyal bagus..,1,1
aplikasi pesanan ngg bisa lacak ko,1,1
Tolong tambahkan pembayaran pake qiris,2,2
"bgus bngt, m nabung aaah, lgi biar bnyk",1,1
"saya sedang tapi pembatalan,dan sudah di setujui melakukan uang saya belum di kembalikan sampai sekarang,responnya lambat",1,1
kenapa keterlambatan paket mendapatkan voucer mending dapan koin tadinya bintang 5 sekarang turun 2 bintang paket saya sering terlambat dan rugi cuma dapat voucer dan kadang ga hangus .. ganti dong pake koin atau saldo,1,1
"tidak bisa mengajukan pengembalian, karena akses kamera selalu ditolak, toko yang melakukan banyak penipuan tidak ditinjau lebih jauh",0,0
"aplikasi tempat belanja bagus , cuma expedisinya buruk, spx Sunter DC barang sortir sudah . Minggu lebih status pengiriman masih disortir satu tolong lah di perbaiki untuk jasa pengirimannya.",0,0
makin bobrok sopnya,0,0
mudah untuk mencari apa kan di butuh yang,2,2
saya kurangin. karena SPX pengiriman pihak lama. terutama saat pakai SPX. bukan kurir. tapi dari shopee SPXny,1,1
harga ny dimurahkan,2,2
"kualitas aplikasi udah oke, MOHON DITAMBAHKAN KONTAK JASA KIRIMNYA KA ??. kita susah kalo buat cari Kontak jasa kirimnya. paket saya suka ketunda dan dikirim lain hari, buat cari nomor kurirnya itu susah, kalo ada kontak jasa kirimnya kan enak biar bisa menghubungi kontak kurirnya. saya udah nunggu nunggu paketnya tapi GK sampe sampe. terimakasih🙏",2,1
Belinya asik tapi estimasi nya gak asik gak sendiri semaunya cocok yang tertulis,0,0
"bagus,selama ini belanja gak. ada masalah baik cod atau gak",2,2
"apk nya oke sii, tapi iklanya nya, banget, udah nyaa banyak lama lagi iklan banyak udah di pencet close, malah masuk ke apk nyaa, tolong kurangin ya kak iklan nya 🙏🙏🙏",0,0
aplikasi shopee ini sangat bagus dan dapat membantu saya berbelanja dengan mudah.,2,2
bagai mna baik nya,2,2
"bisa ga klu lagi di aplikasi lain gausah muncul-muncul, ganggu banget iklannya dimana-mana.. mau download di chrome aplikasi masih ada iklannya, tiba-tiba masuk ke aja ini.. heran",0,0
"saya sudah sering belanja di shopee, tapi kenapa akhir akhir ini paket selalu datang melebihi estimasi. paket ku hampir 1 minggu ga datang datang, mohon buat shopee perbaiki pengiriman nya ya",2,2
"apk ngebug atau apa saya ga tau tp setiap kali mau cek keranjang,liat anda selalu ga bisa.tulisannya bilangnya internet barang buruk padahal buat buka Ig lancar' aja dan setiap kali saya pencet retry selalu layarnya jadi putih ini ga tau punya saya doang atau orang lain juga tp cepet' perbaiki y",1,1
shopi cod tapi TDK BSH bagus,1,1
suka sinyal kayak tidak error trus padalah bagus sinyal ny,1,1
gunakan mudah di Sangat,1,1
"assalamualaikum halo sebenarnya sy sekarang dengan aplikasi ini cm suka GK bisa cod lagi dan GK bisa pakai voucher itu knp y KK bisa bantu aku GK , hargax murah meriah sihh tpii itu aj kendalanya KK🙏🥲",1,1
"akhir² ini jelek banget layanan shoope. semua paket nyangkut di kab. bogor, cileungsi",1,1
"saya kecewa,karna diperlakukan tidak adil, kurir yg antar tidak paket, saya yg disalahkan,COD saya yg di blok.",1,1
"tolong buat fitur ""lihat ulasan terbaru"" di setiap produk dong. masa mau liat liat review produk yg di beli 3,4,5 tahun lalu. mau nyari yg minimal setahun lalu sulit banget. review terbaru dari produk itu sangat berpengaruh ke penjualan.",0,0
"sekarang pengiriman lama paket saya malah makin jauh padahal ga saya telfonn atau mengajukan pengembalian di rasa ga sanggup ngirim paket yaa batalin ke kustomer nyaa,nge lag terus aplikasi nyaa",0,0
bagus..cepat..tapi ada beberapa yang barang datang tidak sesuai 😪,1,1
Iklan sangat nya menggangu,1,1
saya ingin akun saya di pertimbangan dgn bijak.. untuk keluhan y .. dn di perbaiki lagi.. saya cmn ingin merasakan sesuatu kesempatan blomp saya dapatkan di aplikasi Shopee sperti S pinjam dn Spaylater. mohon untuk di pertimbangan dn kasihh saya yg terimakasih 🙏🙏,2,2
"Cod sulit gara² kurir sering batalkan sepihak, padahal barang belum sampai depan rumah.",2,0
bagusan ini dari lazada. shope amanah. lazada tdk amanah dan bnyk yg jual penipu. kurir dan toko sama.,2,0
"oke, aku perbaiki lagi nih ulasan ku. menurut ku nih shope dah bagus banget, memang awal2 di kasih orang yang rada banyak tapi kalau udah lama makai shopee ongkir nya jadi lebih murah. itu aja sih",2,2
"sekarang jarang sudah belanja pengiriman reguler ke Sulawesi sudah mahal, kalau pakai ekonomi lama sampainya",1,1
bisa lama suruh login lagi yang bisanya tidak ada,0,0
"makin aneh aja syarat voucher gratis ongkir xtra shopee, masa pengiriman reguler luar pulau jawa harus belanja minimal 150rb baru dapat potongan gratis ongkir 40rb, padahal bulan januari diperbarui minimal belanja 80rb, skrg minimal 150rb, makin ga mood belanja pake shopee, tolonglah S&K nya kemarin lagi",0,0
"terlalu serakah, DC sering membludak ,paket terhambat beberapa hari. harusnya selalu ada pilihan ekspedisi lain, jangan otomatis di makan sendiri..",0,0
"nya, d pake lagi Spaylater gabisa payahh",0,0
smoga selalu amanah,2,2
kok jadi banyak iklan nya jadi gak nyaman,0,0
datangnya lama makin pesanan,1,1
apk belanja puas apapun dicari ad the best semenjak ad shopee jarang beli keluar,2,2
sekali bagus apk yg sangat membantu,2,2
"nge spam, mau verif di spam bolak balik gabisa verif",0,0
"CS nya Gak ada jam Saya order makan 20 , gak datang , CS di chat sibuk apa gak punya Cs , Gak ada kejelasan , apalah ini , padahal sudah Platinum , Kecewa banget dah andai sampai 24 jam sih , mau saya posting",0,0
Senang belaja di shopee,2,2
"saya pengguna shopee udah lama. Yang bikin kesel itu kurirnya suka retur paket sepihak, mana pengirimannya lama banget lagi ditunggu.",0,0
proses pengiriman saat pesanan berad di logistik sangat lambat,0,0
mantap belanja di shopee jadi lebih mudah,2,2
"ngeleg"" entah apk ni kenapa",0,0
Pesanan terlambat ada diberi kompensasi keterlambatan tapi kenapa harus katanya syarat minimal belanja lebih besar agar bisa memakai voucher nya ? apakah ini disebut kompensasi ?,1,1
"lebih di perhatikan terkait jasa kirim nya ya shope, seperti jnt cargo itu lambat sekali pengiriman nya bahkan melebihi batas estimasi, harusnya di out aja jnt cargo dari shope , dan di ganti dengan jasa kirim lainya yang lebih bagus , masa punya saya sudah setengah bulan lebih gak sampai2 itu barangnya",1,1
pengalaman menggunakan shopee tidak mengecewakan semoga shopee selalu memuaskan lebih dan baik lagi....,2,2
"ini shope gimana yaa? kok gabisa transfer sesama pengguna shopepay, padahall gada biaya admin tapi selalu gagal pas transfer udah 50× saya coba transfer selalu gagal, biasanya cukup masukan pin ini malah ada verifikasi muka, di juga tidak melanggar apapun, akun saya juga tidak saya batasii, tolong perbaiki",1,1
ini apk belanja online udah bagus cuma di chat sama seller ga ada berubah hapus chat itu yang bikin seller keliru kalo checkout barang custom ketika buyer fitur modelan custom nya.,1,1
"JD knp shoppe ko ada biaya tambahan layanan ya pdhl dulu ga ada ,bikin skrg males berbelanja lagi..",1,1
